Year,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1956,619561.475,603479.3,602714.9750000001,585521.6350000001,514660.145,461153.97500000003,466621.98500000004,490436.14,503760.145,502034.97000000003,480460.81500000006,442437.80500000005,427882.97500000003,400956.645,375054.98000000004,388440.98000000004,413325.47000000003,426494.63,379428.47000000003,276491.48000000004,219010.80999999997,226794.80999999997,278832.97500000003,363700.29,420553.285,443258.95,444947.78,446551.94,467641.925,479490.085,483323.07,484362.39999999997,492263.72500000003,501398.87,490891.69500000007,483964.505,480157.98999999993,462793.985,436987.475,406708.45999999996,376699.47,352803.955,331775.80000000005,308818.63000000006,294622.945,281993.44499999995,272991.6,264062.25,254026.735,246032.88999999996,236532.7,223654.37,210653.34999999998,199267.33999999997,183464.65,170407.145,158213.30500000002,144751.815,133269.945,121388.62000000001,108535.29,95006.975,83200.005,69286.08499999999,55881.695,44122.49,32507.229999999996,24183.975,19194.735,13728.750000000002,9470.06,6693.46,4525.040000000001,2874.9700000000003,1787.9,1097.92,656.29,363.71000000000004,209.88,114.77000000000001,53.33,28.28,12.579999999999998
1957,653580.47,615013.47,596007.4600000001,589239.6200000001,568952.6350000001,499796.63499999995,449979.47000000003,455733.47000000003,479466.14,492743.47000000003,491936.30000000005,471314.13,434800.645,421062.31500000006,395431.47500000003,370269.645,383909.97500000003,408737.14,422135.14,376289.63,274282.1500000001,216957.65,224699.82,276208.47000000003,360617.61499999993,417425.11,440020.94,441791.1,443026.1,464033.74500000005,475651.57499999995,479430.39499999996,480111.535,487326.865,496277.18000000005,484584.33499999996,477843.815,473339.29000000004,455737.955,429707.6,399213.1,369146.275,345073.765,324169.26,300930.09500000003,286512.42,273535.41,263807.05499999993,254530.705,243913.035,235451.51499999998,225496.84500000003,212234.655,198579.46499999997,186691.97000000003,171073.8,157720.46000000002,145320.61000000002,131894.78,120357.78499999999,108644.11,96088.125,85273.73,71957.335,59016.299999999996,46781.325,36496.035,26253.855000000003,19140.835,14791.475000000002,10395.89,6921.745000000001,4764.339999999999,3196.79,1949.7499999999995,1152.53,730.9000000000001,424.27,221.2,121.70999999999998,65.75999999999999,33.16,11.095
1958,678581.98,654991.64,613880.65,589131.6499999999,578793.485,559226.495,493783.65499999997,444006.99,449919.49,473623.99,487948.16,487472.14999999997,467962.15499999997,432164.49,419219.66,394272.99,369701.49,383179.82,408363.48000000004,421841.14,376208.48000000004,274189.16,217053.82,224949.32,276626.325,361386.30500000005,418036.135,440721.64,442343.805,443595.12999999995,464476.45499999996,475883.115,479319.6,479640.765,486579.765,494945.76000000007,482557.07,475343.40499999997,470188.225,451804.885,425204.55,394373.71,363985.72000000003,339824.53500000003,318467.37,295000.04000000004,280181.87,266744.195,256674.19499999998,246700.50999999998,235653.68,226651.01,215788.50500000003,202320.15499999997,188456.48499999996,176072.31,159940.14500000002,146440.97,133937.97,120302.645,108696.30500000001,97094.315,86020.17,73959.895,61385.685,49615.025,38596.585,29407.495000000003,20924.030000000002,14884.044999999998,11253.535,7674.129999999999,5040.860000000001,3396.3,2200.5950000000003,1289.2299999999998,760.8499999999999,467.73,258.44000000000005,137.88,89.71,38.099999999999994,8.920000000000002
1959,657694.65,680960.49,657229.1599999999,617114.65,591733.6599999999,581744.66,562590.82,496816.64999999997,446725.14999999997,452336.83,475990.66,490036.99,489023.82,469083.16,433089.66,419990.82,394922.33,370218.16,383683.66,408432.49,421961.99,376104.99,274133.32,216985.99000000002,224758.32,276368.14999999997,360702.315,417056.31000000006,439417.64,440893.64,441710.65,462204.47000000003,473127.81000000006,476091.96499999997,475912.61999999994,482358.12999999995,490121.29000000004,477100.45,469322.77,463360.27,444379.43,417539.27,386420.93,355989.93,331697.43,310209.93,286749.93,271549.08499999996,257784.59,247117.07999999996,236892.74999999997,225553.41499999998,215761.58000000002,204582.735,190661.075,176523.9,163710.56999999998,147811.56999999998,134066.4,121527.40000000001,108246.74,96841.90000000001,86061.075,74587.32,63212.225000000006,51652.53,41116.39,31431.639999999996,23656.239999999998,16407.295000000002,11355.990000000002,8451.5,5559.2699999999995,3520.5000000000005,2335.1200000000003,1504.25,863.72,489.85,285.56,151.94,86.37,43.53999999999999,16.43
1960,575720.495,661084.65,684637.32,662801.65,621447.83,596374.33,588344.1599999999,569160.82,502921.335,451891.99,457060.82,480435.99,494028.14999999997,492167.82,471868.83,435588.83,422264.32,396663.99,371920.99,384938.33,409462.99,422694.82,376677.64999999997,274455.66000000003,217097.99000000002,224765.99000000002,276220.16,360134.33,415954.32,437962.82000000007,439019.32000000007,439416.48000000004,459306.80500000005,469704.97000000003,472262.97000000003,471555.63499999995,477242.61999999994,484123.285,470727.12,462116.45,455315.6,435862.94,408521.61,377229.77,346651.435,322170.435,300698.1,277015.27,261506.935,247636.93,236538.43,225861.585,214005.92500000002,203666.255,191983.74499999997,177956.755,163486.245,150509.07499999998,134470.245,120980.915,108540.91500000001,95649.07500000001,85178.68,74058.585,63121.505,52707.755000000005,42261.73500000001,33039.62,24734.72,18146.664999999997,12283.075,8328.630000000001,5922.96,3784.2400000000002,2326.4900000000002,1469.27,920.9100000000001,510.55999999999995,287.35,171.39999999999998,94.61000000000001,37.53999999999999,17.260000000000005
1961,523204.99,576226.16,661395.65,680766.325,656344.1599999999,615650.1599999999,596971.15,593087.8200000001,576121.49,508705.49,457649.66,462362.49,488534.83,500108.99,499556.32,478803.16,442492.33,427941.32,399324.16,374638.16,387794.49,412264.49,425170.33,376128.49,274765.16,216869.49000000002,224862.32,276142.31499999994,358939.98000000004,414835.30500000005,436154.64,436570.47000000003,437481.295,454784.3,465581.95,467263.12,466454.77,472084.105,476863.58999999997,463444.92000000004,454166.58,446814.24,427375.23,399007.39999999997,368008.39499999996,337312.56999999995,313384.39499999996,291289.725,267469.225,252198.22,237826.38999999998,226328.88999999998,215497.395,202905.72000000003,192350.05000000002,180397.22000000003,165908.88,151886.53,138133.53999999998,122537.55,109424.545,97090.20999999999,85470.115,74099.95999999999,63448.71000000001,53514.81,43915.07,34605.58,26619.315,19473.445,14048.410000000002,9284.18,6159.740000000001,4273.090000000001,2677.22,1583.79,1015.44,586.07,318.39,170.85000000000002,105.57,45.28,15.54
1962,521429.315,525231.8250000001,576691.32,656513.98,674126.8099999999,651582.64,617122.81,601155.3099999999,599538.48,581569.82,514155.315,462529.325,470018.48000000004,494809.82000000007,507979.98000000004,506569.98000000004,485835.81000000006,448460.98000000004,430820.65,402004.98000000004,377793.48000000004,390877.98000000004,414982.15,424745.30500000005,376760.47000000003,274691.985,216967.82,224935.97999999998,275249.63500000007,358173.45999999996,413381.95499999996,434068.445,434734.44,433251.275,450955.09,460733.58,462235.55999999994,461428.06,464774.875,469398.85500000004,455330.35000000003,445561.00999999995,437894.16000000003,417363.815,389118.135,357700.635,327741.98000000004,303065.81,280740.64499999996,257556.63999999996,241803.96499999997,227102.14500000002,215359.79499999998,203732.63499999998,191211.79499999998,179955.28,167440.44499999998,153308.115,138673.275,125447.10500000003,110160.95,97192.79000000001,86229.58,73900.045,62959.07,53107.855,43893.145000000004,35477.78,27410.655,20466.765000000003,14630.280000000002,10329.3,6671.084999999999,4237.85,2872.21,1753.6799999999998,1028.61,631.08,368.4100000000001,180.23000000000002,93.52000000000001,46.89,17.959999999999997
1963,444631.48000000004,528077.1499999999,529879.985,580759.8099999999,660729.3099999999,681708.6299999999,661343.97,624734.645,607672.985,605005.65,586392.8150000001,518626.80500000005,466905.31000000006,474221.48000000004,498613.15,511266.81500000006,509528.14,488496.30500000005,450754.63,432579.14,403798.14,379244.31500000006,391931.97000000003,415588.97000000003,425220.62999999995,376831.785,274607.8,216961.31500000003,224716.97,274661.45999999996,357018.77,411680.925,431844.91500000004,432150.40499999997,430059.725,447135.045,456189.695,456946.17,455594.48999999993,457964.97,461501.78500000003,446691.92499999993,436186.085,427821.06000000006,406448.04,377922.20999999996,346532.20499999996,316496.19999999995,291764.5399999999,269540.21499999997,246366.04499999998,230201.37500000003,215281.20500000002,203262.02499999997,191377.52499999997,178507.175,167000.675,154198.33500000002,140085.165,125563.50500000003,112402.00000000001,97532.685,85805.16,74514.15,62868.49000000001,52755.399999999994,43732.049999999996,35422.89,27958.895,21160.675,15413.675000000003,10819.255,7405.65,4652.310000000001,2919.605,1909.9950000000001,1148.99,607.4200000000001,371.57000000000005,219.89999999999998,102.55000000000001,44.849999999999994,21.230000000000004
1964,383071.67,448451.49,529381.32,530238.66,581559.985,667536.81,690479.48,667580.995,629416.495,610853.99,606588.1599999999,586562.49,519448.83,468778.99,478024.49,504956.99,517263.33,515189.65,492722.15499999997,453806.15,434918.98000000004,404873.15,380127.32000000007,392520.14,415565.31000000006,425275.98000000004,375881.97500000003,273389.15,215543.48500000002,223625.13999999996,273278.82000000007,354765.295,409313.95999999996,429118.61,428686.615,426396.94,442186.27,450586.92000000004,450692.41000000003,448499.06999999995,450475.55,452804.22000000003,437597.7,426386.86,416886.515,395063.00999999995,365688.83999999997,335513.83999999997,304688.6699999999,280242.18,257585.01500000007,234513.685,218539.34,203421.68000000002,190968.18000000002,178888.67500000005,165490.50999999998,153690.17,141306.17,126785.00499999999,112709.51000000001,99914.17000000001,87068.67,75022.215,64325.89499999999,53590.420000000006,44285.35,36063.030000000006,28642.22,22369.77,16486.230000000003,11823.749999999998,8178.530000000001,5349.59,3322.795,2041.77,1267.65,725.645,395.26,241.07,137.39999999999998,54.56,19.809999999999995
