Year,Age,Female,Male,Total
1956,90,2691.04,1799.1,4490.139999999999
1956,91,1917.03,1269.08,3186.11
1956,92,1471.02,892.06,2363.08
1956,93,965.02,561.04,1526.06
1956,94,648.01,341.02,989.03
1956,95,430.0,218.02,648.02
1956,96,293.0,137.0,430.0
1956,97,155.0,74.0,229.0
1956,98,87.0,38.0,125.0
1956,99,61.0,20.0,81.0
1956,100,31.47,9.0,40.47
1957,18,375.0,1016.06,1391.06
1957,19,419.0,1104.06,1523.06
1957,20,434.0,1190.08,1624.08
1957,21,390.0,1253.08,1643.08
1957,22,452.0,1133.0700000000002,1585.07
1957,23,384.0,991.07,1375.07
1957,24,361.0,843.06,1204.06
1957,25,428.0,801.06,1229.06
1957,26,435.0,913.06,1348.06
1957,27,504.0,884.06,1388.06
1957,28,554.0,881.06,1435.06
1957,29,527.0,829.06,1356.06
1957,30,593.0,769.05,1362.05
1957,31,642.0,813.05,1455.05
1957,32,768.0,801.05,1569.05
1957,33,666.0,751.05,1417.05
1957,34,808.0,781.05,1589.05
1957,35,920.0,951.06,1871.06
1957,36,1018.02,951.06,1969.08
1957,37,1067.02,963.06,2030.08
1957,38,701.0,656.04,1357.04
1957,39,613.0,636.04,1249.04
1957,40,772.0,658.04,1430.04
1957,41,938.01,852.06,1790.07
1957,42,1367.02,1326.09,2693.11
1957,43,1656.02,1531.1,3187.12
1957,44,1727.02,1777.12,3504.14
1957,45,1979.02,2099.1400000000003,4078.16
1957,46,2044.02,2231.1400000000003,4275.16
1957,47,2275.02,2650.17,4925.1900000000005
1957,48,2520.02,2965.19,5485.21
1957,49,2742.02,3293.21,6035.23
1957,50,2895.02,3827.25,6722.27
1957,51,3145.04,4274.27,7419.31
1957,52,3300.04,4766.3,8066.34
1957,53,3515.04,5235.33,8750.369999999999
1957,54,3809.04,5825.37,9634.41
1957,55,4163.04,6703.42,10866.46
1957,56,4251.04,6852.43,11103.47
1957,57,4570.04,7375.46,11945.5
1957,58,4934.05,7649.46,12583.51
1957,59,5173.0599999999995,7729.47,12902.53
1957,60,6002.06,7926.49,13928.55
1957,61,6141.06,7847.48,13988.54
1957,62,6638.06,8116.49,14754.55
1957,63,6954.06,8274.5,15228.56
1957,64,7392.07,8598.52,15990.59
1957,65,8236.08,9366.57,17602.65
1957,66,8700.08,9927.59,18627.67
1957,67,9191.09,9993.59,19184.68
1957,68,10104.1,10633.630000000001,20737.73
1957,69,10697.1,11155.65,21852.75
1957,70,11453.11,11649.69,23102.8
1957,71,12018.12,12205.73,24223.85
1957,72,12531.12,12573.74,25104.86
1957,73,13085.13,12502.74,25587.87
1957,74,13632.14,12570.74,26202.88
1957,75,14458.14,13023.78,27481.92
1957,76,14369.14,12840.76,27209.9
1957,77,14744.14,12913.77,27657.91
1957,78,14822.14,13048.78,27870.92
1957,79,14366.14,12566.75,26932.89
1957,80,14330.14,12353.74,26683.88
1957,81,13376.13,11297.67,24673.8
1957,82,12101.12,10329.619999999999,22430.739999999998
1957,83,10946.11,9076.529999999999,20022.64
1957,84,9527.09,7615.45,17142.54
1957,85,7971.08,6224.37,14195.45
1957,86,6567.06,5061.3099999999995,11628.37
1957,87,5940.06,4513.27,10453.33
1957,88,4708.04,3320.2,8028.24
1957,89,3539.04,2543.15,6082.19
1957,90,2857.02,1957.12,4814.139999999999
1957,91,2160.02,1304.08,3464.1
1957,92,1475.02,935.06,2410.08
1957,93,1048.02,648.04,1696.06
1957,94,724.0,358.02,1082.02
1957,95,473.0,240.02,713.02
1957,96,295.0,144.0,439.0
1957,97,193.0,94.0,287.0
1957,98,85.0,46.0,131.0
1957,99,63.0,21.0,84.0
1957,100,30.23,14.01,44.24
1958,18,368.0,1023.04,1391.04
1958,19,395.0,1157.04,1552.04
1958,20,408.0,1061.04,1469.04
1958,21,361.0,1115.04,1476.04
1958,22,379.0,1043.03,1422.03
1958,23,372.0,942.03,1314.03
1958,24,350.0,815.03,1165.03
1958,25,350.0,807.02,1157.02
1958,26,395.0,747.02,1142.02
1958,27,465.0,789.02,1254.02
1958,28,483.0,832.02,1315.02
1958,29,532.0,821.02,1353.02
1958,30,534.0,848.03,1382.03
1958,31,540.0,769.02,1309.02
1958,32,627.0,781.02,1408.02
1958,33,661.0,749.02,1410.02
1958,34,748.0,758.02,1506.02
1958,35,760.0,822.02,1582.02
1958,36,949.0,943.04,1892.04
1958,37,969.0,965.04,1934.04
1958,38,1143.0,1025.04,2168.04
1958,39,683.0,724.02,1407.02
1958,40,616.0,592.02,1208.02
1958,41,764.0,711.02,1475.02
1958,42,954.0,891.03,1845.03
1958,43,1413.01,1340.05,2753.06
1958,44,1732.02,1600.05,3332.07
1958,45,1840.02,1833.06,3673.08
1958,46,1941.02,2139.0699999999997,4080.09
1958,47,2117.02,2314.08,4431.1
1958,48,2407.02,2671.09,5078.110000000001
1958,49,2660.02,3121.11,5781.13
1958,50,2942.02,3569.12,6511.14
1958,51,3016.02,4002.13,7018.15
1958,52,3265.02,4403.15,7668.17
1958,53,3505.02,5024.16,8529.18
1958,54,3643.02,5601.18,9244.2
1958,55,3890.03,6076.19,9966.220000000001
1958,56,4436.04,6757.21,11193.25
1958,57,4547.04,7267.23,11814.27
1958,58,4813.04,7630.24,12443.28
1958,59,5131.04,7709.24,12840.28
1958,60,5436.04,7845.24,13281.28
1958,61,5970.04,7855.25,13825.29
1958,62,6492.05,8060.26,14552.31
1958,63,7128.06,8217.26,15345.32
1958,64,7516.06,8433.26,15949.32
1958,65,7604.06,8818.27,16422.33
1958,66,8368.060000000001,9124.27,17492.33
1958,67,8957.060000000001,9720.3,18677.36
1958,68,9582.07,9959.3,19541.370000000003
1958,69,10136.08,10442.32,20578.4
1958,70,11110.08,11273.33,22383.41
1958,71,11591.08,11245.35,22836.43
1958,72,12319.09,11548.35,23867.44
1958,73,13030.1,12024.36,25054.46
1958,74,13103.1,12196.37,25299.47
1958,75,13717.1,12349.38,26066.48
1958,76,13923.1,12385.38,26308.48
1958,77,13913.1,12489.39,26402.49
1958,78,14253.11,12538.39,26791.5
1958,79,14272.11,12328.37,26600.48
1958,80,13912.1,11910.36,25822.46
1958,81,13253.1,11358.35,24611.45
1958,82,12459.1,10548.33,23007.43
1958,83,11089.08,9313.29,20402.370000000003
1958,84,10148.08,8134.25,18282.33
1958,85,8738.060000000001,6945.21,15683.27
1958,86,6720.05,5228.16,11948.21
1958,87,5639.04,4200.13,9839.17
1958,88,4954.04,3629.11,8583.15
1958,89,3696.02,2608.08,6304.1
1958,90,2898.02,1871.06,4769.08
1958,91,2228.02,1382.04,3610.06
1958,92,1609.02,959.03,2568.05
1958,93,1083.0,657.02,1740.02
1958,94,779.0,396.02,1175.02
1958,95,524.0,255.0,779.0
1958,96,320.0,152.0,472.0
1958,97,215.0,83.0,298.0
1958,98,131.0,33.0,164.0
1958,99,63.0,36.0,99.0
1958,100,40.28,17.58,57.86
1959,18,347.0,977.02,1324.02
1959,19,400.0,1182.02,1582.02
1959,20,387.0,1325.02,1712.02
1959,21,386.0,1137.02,1523.02
1959,22,420.0,1099.02,1519.02
1959,23,419.0,1024.02,1443.02
1959,24,395.0,1000.02,1395.02
1959,25,371.0,805.02,1176.02
1959,26,366.0,789.02,1155.02
1959,27,402.0,775.02,1177.02
1959,28,483.0,789.02,1272.02
1959,29,521.0,858.02,1379.02
1959,30,523.0,891.02,1414.02
1959,31,564.0,890.02,1454.02
1959,32,604.0,804.02,1408.02
1959,33,648.0,804.02,1452.02
1959,34,720.0,764.02,1484.02
1959,35,718.0,807.02,1525.02
1959,36,860.0,858.02,1718.02
1959,37,995.02,996.02,1991.04
1959,38,1049.02,1030.02,2079.04
1959,39,1175.02,1122.02,2297.04
1959,40,723.0,706.02,1429.02
1959,41,682.0,611.02,1293.02
1959,42,786.0,761.02,1547.02
1959,43,946.01,937.02,1883.03
1959,44,1521.02,1516.03,3037.05
1959,45,1830.02,1851.04,3681.06
1959,46,1980.02,2175.04,4155.0599999999995
1959,47,2210.02,2250.04,4460.0599999999995
1959,48,2258.02,2610.04,4868.0599999999995
1959,49,2552.02,3036.06,5588.08
1959,50,2887.02,3477.06,6364.08
1959,51,3052.04,3926.07,6978.11
1959,52,3246.04,4502.08,7748.12
1959,53,3428.04,4816.08,8244.119999999999
1959,54,3724.04,5554.1,9278.14
1959,55,3808.04,6145.1,9953.14
1959,56,4261.04,6624.12,10885.16
1959,57,4683.04,7549.12,12232.16
1959,58,4839.04,7965.14,12804.18
1959,59,5159.05,8315.14,13474.19
1959,60,5650.0599999999995,8447.14,14097.2
1959,61,5949.06,8518.14,14467.2
1959,62,6465.06,8565.14,15030.2
1959,63,6948.06,8765.14,15713.2
1959,64,7404.08,8707.14,16111.22
1959,65,8034.08,9120.15,17154.23
1959,66,8447.08,9406.16,17853.239999999998
1959,67,8958.08,9921.16,18879.239999999998
1959,68,9780.1,10226.16,20006.260000000002
1959,69,10502.1,10555.17,21057.27
1959,70,11078.1,11109.18,22187.28
1959,71,12149.12,11654.19,23803.31
1959,72,12298.12,11916.19,24214.31
1959,73,13194.13,12238.2,25432.33
1959,74,13476.13,12553.2,26029.33
1959,75,13923.14,12280.2,26203.34
1959,76,14133.14,12748.2,26881.34
1959,77,14530.14,12385.2,26915.34
1959,78,14216.14,12242.2,26458.34
1959,79,14434.14,12102.2,26536.34
1959,80,14366.14,12009.19,26375.33
1959,81,13842.14,11469.18,25311.32
1959,82,13087.12,10814.17,23901.29
1959,83,11878.12,9822.16,21700.28
1959,84,10495.1,8467.14,18962.239999999998
1959,85,9117.08,7118.12,16235.2
1959,86,7676.08,5835.1,13511.18
1959,87,5816.06,4525.07,10341.130000000001
1959,88,4810.04,3546.06,8356.1
1959,89,4160.04,2860.04,7020.08
1959,90,3049.03,2124.04,5173.07
1959,91,2291.02,1489.02,3780.04
1959,92,1719.02,1078.02,2797.04
1959,93,1242.02,673.02,1915.04
1959,94,804.0,440.0,1244.0
1959,95,596.0,277.0,873.0
1959,96,340.0,187.0,527.0
1959,97,195.0,105.0,300.0
1959,98,120.0,56.0,176.0
1959,99,78.0,47.0,125.0
1959,100,31.59,13.620000000000001,45.21
1960,18,318.0,833.01,1151.01
1960,19,348.0,1218.02,1566.02
1960,20,414.0,1290.02,1704.02
1960,21,351.0,1171.02,1522.02
1960,22,387.0,1096.02,1483.02
1960,23,393.0,942.02,1335.02
1960,24,444.0,964.02,1408.02
1960,25,411.0,958.02,1369.02
1960,26,406.0,837.01,1243.01
1960,27,385.0,817.02,1202.02
1960,28,469.0,796.02,1265.02
1960,29,507.0,847.02,1354.02
1960,30,490.0,845.02,1335.02
1960,31,606.0,797.02,1403.02
1960,32,528.0,864.02,1392.02
1960,33,606.0,845.02,1451.02
1960,34,698.0,826.02,1524.02
1960,35,812.0,866.02,1678.02
1960,36,850.0,863.02,1713.02
1960,37,930.0,903.02,1833.02
1960,38,1096.0,1030.02,2126.02
1960,39,1209.0,1152.02,2361.02
1960,40,1242.0,1254.02,2496.02
1960,41,818.0,746.02,1564.02
1960,42,701.0,780.02,1481.02
1960,43,824.0,852.02,1676.02
1960,44,995.0,1049.02,2044.02
1960,45,1765.0,1658.02,3423.02
1960,46,1991.0,1983.02,3974.02
1960,47,2161.0,2338.04,4499.04
1960,48,2424.0,2614.04,5038.04
1960,49,2526.0,2945.04,5471.04
1960,50,2771.0,3577.05,6348.05
1960,51,3024.0,3874.06,6898.06
1960,52,3256.0,4389.0599999999995,7645.06
1960,53,3516.0,4916.07,8432.07
1960,54,3709.0,5554.08,9263.08
1960,55,3986.0,6414.09,10400.09
1960,56,4189.02,6748.1,10937.12
1960,57,4572.02,7460.1,12032.12
1960,58,5045.02,8362.119999999999,13407.14
1960,59,5302.02,8769.119999999999,14071.14
1960,60,5848.02,9320.119999999999,15168.14
1960,61,6225.02,9369.119999999999,15594.14
1960,62,6647.02,9538.130000000001,16185.15
1960,63,7164.02,9700.130000000001,16864.15
1960,64,7750.02,9703.14,17453.16
1960,65,8205.02,9969.14,18174.16
1960,66,8955.02,10186.130000000001,19141.15
1960,67,9593.02,10202.14,19795.16
1960,68,9967.02,10774.14,20741.16
1960,69,10993.02,11184.15,22177.17
1960,70,11594.02,11652.15,23246.17
1960,71,12169.02,12159.15,24328.17
1960,72,13289.03,12641.17,25930.2
1960,73,13845.04,12658.17,26503.21
1960,74,14236.04,13143.17,27379.21
1960,75,14864.04,13232.17,28096.21
1960,76,14853.04,13193.17,28046.21
1960,77,15412.04,13156.17,28568.21
1960,78,15481.04,12846.17,28327.21
1960,79,15099.04,12541.17,27640.21
1960,80,14909.04,12197.16,27106.2
1960,81,14594.04,11929.15,26523.19
1960,82,14045.04,11438.15,25483.19
1960,83,12925.03,10290.130000000001,23215.16
1960,84,11915.02,9444.130000000001,21359.15
1960,85,10062.02,7799.1,17861.120000000003
1960,86,8651.02,6630.08,15281.1
1960,87,7320.02,5427.07,12747.09
1960,88,5250.02,3965.05,9215.07
1960,89,4321.01,3056.04,7377.05
1960,90,3544.0,2500.04,6044.04
1960,91,2630.0,1707.02,4337.02
1960,92,1985.0,1163.02,3148.02
1960,93,1453.0,877.02,2330.02
1960,94,980.0,526.0,1506.0
1960,95,633.0,342.0,975.0
1960,96,401.0,197.0,598.0
1960,97,255.0,104.0,359.0
1960,98,136.0,58.0,194.0
1960,99,95.0,54.0,149.0
1960,100,42.16,21.0,63.16
1961,18,268.0,811.02,1079.02
1961,19,349.0,1000.02,1349.02
1961,20,374.01,1128.02,1502.03
1961,21,469.02,1339.03,1808.05
1961,22,390.0,1193.02,1583.02
1961,23,423.02,1066.02,1489.04
1961,24,381.01,997.02,1378.03
1961,25,363.0,940.02,1303.02
1961,26,459.02,974.02,1433.04
1961,27,382.01,794.02,1176.03
1961,28,399.01,761.02,1160.03
1961,29,427.02,796.02,1223.04
1961,30,452.02,865.02,1317.04
1961,31,507.02,852.02,1359.04
1961,32,533.02,925.02,1458.04
1961,33,592.02,931.02,1523.04
1961,34,645.02,883.02,1528.04
1961,35,744.02,859.02,1603.04
1961,36,790.02,890.02,1680.04
1961,37,870.02,846.02,1716.04
1961,38,962.02,945.02,1907.04
1961,39,1110.02,1190.02,2300.04
1961,40,1270.04,1183.02,2453.06
1961,41,1311.04,1248.02,2559.06
1961,42,856.02,840.02,1696.04
1961,43,810.02,781.02,1591.04
1961,44,856.02,912.02,1768.04
1961,45,1147.03,1197.03,2344.06
1961,46,1783.04,1820.04,3603.08
1961,47,2077.06,2197.05,4274.110000000001
1961,48,2409.06,2632.06,5041.12
1961,49,2479.06,2834.06,5313.12
1961,50,2697.06,3092.07,5789.13
1961,51,2955.08,3640.08,6595.16
1961,52,3231.08,4223.1,7454.18
1961,53,3385.08,4693.1,8078.18
1961,54,3861.1,5418.12,9279.220000000001
1961,55,3924.1,5875.13,9799.23
1961,56,4040.1,6759.14,10799.24
1961,57,4499.12,7373.16,11872.28
1961,58,4864.12,7981.18,12845.3
1961,59,5189.12,8945.2,14134.32
1961,60,5650.14,9273.2,14923.34
1961,61,5947.14,9788.2,15735.34
1961,62,6696.16,9789.21,16485.370000000003
1961,63,7156.18,9675.2,16831.379999999997
1961,64,7605.18,9844.21,17449.39
1961,65,8122.19,9936.21,18058.4
1961,66,8781.220000000001,10155.21,18936.43
1961,67,9514.23,10296.220000000001,19810.45
1961,68,9895.24,10427.220000000001,20322.46
1961,69,10614.26,10800.220000000001,21414.48
1961,70,11250.27,11106.23,22356.5
1961,71,11639.27,11495.24,23134.51
1961,72,12593.3,11657.24,24250.54
1961,73,13276.31,12109.24,25385.55
1961,74,13864.32,12345.24,26209.56
1961,75,14214.33,12384.26,26598.59
1961,76,14689.34,12702.26,27391.6
1961,77,14734.35,12351.24,27085.59
1961,78,14732.35,12291.25,27023.6
1961,79,14619.34,11777.24,26396.58
1961,80,14339.34,11410.23,25749.57
1961,81,13932.33,11206.22,25138.55
1961,82,13464.31,10706.220000000001,24170.53
1961,83,12510.3,9747.2,22257.5
1961,84,11388.26,8928.18,20316.440000000002
1961,85,10105.24,7800.16,17905.4
1961,86,8650.2,6365.13,15015.33
1961,87,7251.17,5413.110000000001,12664.28
1961,88,5683.13,4097.08,9780.21
1961,89,4179.1,3044.06,7223.16
1961,90,3248.08,2170.04,5418.12
1961,91,2675.06,1750.04,4425.1
1961,92,1867.04,1127.02,2994.06
1961,93,1350.03,765.02,2115.05
1961,94,915.02,455.0,1370.02
1961,95,638.02,355.0,993.02
1961,96,406.01,213.0,619.01
1961,97,263.0,116.0,379.0
1961,98,152.0,66.0,218.0
1961,99,91.0,50.0,141.0
1961,100,42.03,22.18,64.21000000000001
1962,18,327.0,799.03,1126.03
1962,19,304.0,890.03,1194.03
1962,20,297.0,1077.04,1374.04
1962,21,381.0,1152.04,1533.04
1962,22,389.0,1192.04,1581.04
1962,23,406.0,1176.04,1582.04
1962,24,390.0,992.04,1382.04
1962,25,421.0,969.04,1390.04
1962,26,405.0,916.04,1321.04
1962,27,456.0,925.04,1381.04
1962,28,404.0,789.03,1193.03
1962,29,437.01,737.03,1174.04
1962,30,416.0,794.04,1210.04
1962,31,516.02,874.04,1390.06
1962,32,579.02,932.04,1511.06
1962,33,604.02,973.04,1577.06
1962,34,602.02,947.04,1549.06
1962,35,721.02,908.04,1629.06
1962,36,742.02,916.04,1658.06
1962,37,872.02,968.04,1840.06
1962,38,848.02,909.04,1757.06
1962,39,984.02,1077.04,2061.06
1962,40,1122.02,1241.04,2363.06
1962,41,1328.03,1311.05,2639.08
1962,42,1423.04,1356.06,2779.1
1962,43,874.02,877.03,1751.05
1962,44,854.02,853.04,1707.06
1962,45,942.02,1035.04,1977.06
1962,46,1150.02,1343.05,2493.0699999999997
1962,47,1875.04,2061.08,3936.12
1962,48,2328.06,2349.09,4677.15
1962,49,2486.06,2771.11,5257.17
1962,50,2718.06,3182.12,5900.18
1962,51,2863.06,3537.13,6400.19
1962,52,3239.08,3974.16,7213.24
1962,53,3452.08,4694.18,8146.26
1962,54,3761.08,5361.2,9122.279999999999
1962,55,3985.08,5922.22,9907.3
1962,56,4172.09,6658.25,10830.34
1962,57,4559.1,7663.29,12222.39
1962,58,4974.1,8088.3,13062.4
1962,59,5390.12,8748.32,14138.44
1962,60,5972.12,9808.36,15780.48
1962,61,6064.13,10072.369999999999,16136.5
1962,62,6589.14,10544.39,17133.53
1962,63,7137.16,10618.39,17755.55
1962,64,7746.16,10445.380000000001,18191.54
1962,65,8399.18,10762.380000000001,19161.559999999998
1962,66,9149.189999999999,10915.39,20064.58
1962,67,9467.2,10711.380000000001,20178.58
1962,68,10221.220000000001,11002.39,21223.61
1962,69,10773.220000000001,11000.39,21773.61
1962,70,11614.25,11664.41,23278.66
1962,71,12424.26,11825.41,24249.67
1962,72,12951.27,11976.41,24927.68
1962,73,13706.29,12746.44,26452.73
1962,74,14606.29,13105.45,27711.74
1962,75,14663.3,13057.45,27720.75
1962,76,15449.31,13288.45,28737.76
1962,77,15697.32,12948.45,28645.77
1962,78,15126.31,12757.44,27883.75
1962,79,15119.31,12473.42,27592.73
1962,80,14772.31,12087.42,26859.73
1962,81,14425.29,11393.39,25818.68
1962,82,14119.29,11054.380000000001,25173.67
1962,83,13280.27,10367.35,23647.62
1962,84,12107.25,9530.33,21637.58
1962,85,11020.220000000001,8289.279999999999,19309.5
1962,86,9498.2,7231.25,16729.45
1962,87,7817.16,5989.21,13806.37
1962,88,6400.13,4814.16,11214.29
1962,89,4933.1,3560.12,8493.220000000001
1962,90,3582.07,2551.09,6133.16
1962,91,2664.06,1875.06,4539.12
1962,92,2238.04,1384.04,3622.08
1962,93,1545.04,892.04,2437.08
1962,94,1003.02,527.02,1530.04
1962,95,722.02,352.02,1074.04
1962,96,461.01,221.0,682.01
1962,97,246.0,146.0,392.0
1962,98,177.0,73.0,250.0
1962,99,97.0,60.0,157.0
1962,100,46.46,19.759999999999998,66.22
1963,18,234.0,668.04,902.04
1963,19,319.0,890.04,1209.04
1963,20,289.0,892.05,1181.05
1963,21,326.0,1030.06,1356.06
1963,22,370.0,1073.06,1443.06
1963,23,384.0,1129.06,1513.06
1963,24,395.0,1089.06,1484.06
1963,25,379.0,948.05,1327.05
1963,26,396.0,916.05,1312.05
1963,27,438.0,893.04,1331.04
1963,28,478.0,917.05,1395.05
1963,29,433.0,808.05,1241.05
1963,30,413.0,771.04,1184.04
1963,31,447.0,837.04,1284.04
1963,32,488.0,890.04,1378.04
1963,33,536.0,951.05,1487.05
1963,34,574.0,1032.06,1606.06
1963,35,676.0,1014.05,1690.05
1963,36,656.0,955.06,1611.06
1963,37,801.01,1030.06,1831.07
1963,38,930.02,1002.06,1932.08
1963,39,912.02,973.05,1885.07
1963,40,1128.02,1142.06,2270.08
1963,41,1283.02,1276.06,2559.08
1963,42,1458.02,1440.08,2898.1
1963,43,1593.02,1569.09,3162.11
1963,44,946.02,1049.06,1995.08
1963,45,923.02,911.05,1834.07
1963,46,1115.02,1010.06,2125.08
1963,47,1317.02,1464.08,2781.1
1963,48,2019.02,2203.12,4222.139999999999
1963,49,2414.02,2659.15,5073.17
1963,50,2584.0299999999997,3127.17,5711.2
1963,51,2861.04,3592.19,6453.23
1963,52,3157.04,3915.21,7072.25
1963,53,3517.04,4518.25,8035.29
1963,54,3714.04,5095.27,8809.310000000001
1963,55,3970.04,5883.32,9853.36
1963,56,4351.05,6342.34,10693.39
1963,57,4630.0599999999995,7287.38,11917.44
1963,58,4996.0599999999995,8323.43,13319.49
1963,59,5380.0599999999995,8939.470000000001,14319.53
1963,60,5918.07,9542.49,15460.56
1963,61,6447.08,10569.54,17016.620000000003
1963,62,6739.08,11143.58,17882.66
1963,63,7291.08,11425.58,18716.66
1963,64,7933.09,11607.59,19540.68
1963,65,8609.1,11372.58,19981.68
1963,66,9522.11,11478.58,21000.690000000002
1963,67,9698.11,11350.57,21048.68
1963,68,10377.119999999999,11358.57,21735.690000000002
1963,69,11343.13,11796.59,23139.72
1963,70,12046.14,11893.59,23939.73
1963,71,12592.14,12205.61,24797.75
1963,72,13470.15,12524.61,25994.76
1963,73,13890.15,12723.63,26613.78
1963,74,14709.17,12969.63,27678.8
1963,75,15561.17,13299.65,28860.82
1963,76,15726.17,13225.65,28951.82
1963,77,15988.18,13332.65,29320.83
1963,78,15981.18,12968.64,28949.82
1963,79,15674.17,12662.63,28336.8
1963,80,15501.18,12470.62,27971.8
1963,81,14836.17,11585.58,26421.75
1963,82,13788.15,10828.54,24616.69
1963,83,13337.15,10140.5,23477.65
1963,84,12404.14,9312.46,21716.6
1963,85,11142.13,8458.42,19600.55
1963,86,9781.11,7393.37,17174.48
1963,87,8441.09,6227.31,14668.4
1963,88,6890.08,4947.25,11837.33
1963,89,5263.0599999999995,3762.19,9025.25
1963,90,4104.05,2880.14,6984.19
1963,91,2832.04,1949.1,4781.139999999999
1963,92,2089.02,1312.0700000000002,3401.09
1963,93,1650.02,994.05,2644.0699999999997
1963,94,1146.02,590.02,1736.04
1963,95,698.0,428.02,1126.02
1963,96,470.0,236.02,706.02
1963,97,289.0,146.0,435.0
1963,98,173.0,75.0,248.0
1963,99,109.0,52.0,161.0
1963,100,53.93,21.72,75.65
1964,18,183.0,550.02,733.02
1964,19,242.0,778.02,1020.02
1964,20,280.0,938.02,1218.02
1964,21,283.0,957.02,1240.02
1964,22,338.0,1039.03,1377.03
1964,23,385.0,1151.04,1536.04
1964,24,412.02,1179.04,1591.06
1964,25,422.02,1072.03,1494.05
1964,26,399.0,1013.03,1412.03
1964,27,360.0,974.02,1334.02
1964,28,457.02,884.02,1341.04
1964,29,481.02,930.02,1411.04
1964,30,442.02,847.02,1289.04
1964,31,406.0,815.02,1221.02
1964,32,492.02,896.02,1388.04
1964,33,520.02,907.02,1427.04
1964,34,607.02,993.02,1600.04
1964,35,675.02,1100.04,1775.06
1964,36,723.02,1055.03,1778.05
1964,37,745.02,1066.04,1811.06
1964,38,852.02,1068.04,1920.06
1964,39,949.02,1125.04,2074.06
1964,40,986.02,1082.04,2068.06
1964,41,1166.03,1199.04,2365.0699999999997
1964,42,1325.04,1507.04,2832.08
1964,43,1524.04,1528.04,3052.08
1964,44,1573.04,1657.05,3230.09
1964,45,1025.02,1104.04,2129.06
1964,46,936.02,1057.03,1993.05
1964,47,1142.03,1213.04,2355.0699999999997
1964,48,1347.04,1486.04,2833.08
1964,49,2223.06,2411.0699999999997,4634.13
1964,50,2588.06,2901.08,5489.14
1964,51,2846.07,3445.1,6291.17
1964,52,3056.08,3874.11,6930.19
1964,53,3157.08,4183.12,7340.2
1964,54,3575.08,4918.139999999999,8493.220000000001
1964,55,3919.1,5590.16,9509.26
1964,56,4348.1,6365.18,10713.28
1964,57,4681.110000000001,7126.2,11807.31
1964,58,4888.12,7710.22,12598.34
1964,59,5274.12,8775.24,14049.36
1964,60,5778.14,9407.26,15185.4
