Year,Age,Female,Male,Total
1956,18,599508.0,620006.0,1219514.0
1956,19,583144.1699999999,603993.3300000001,1187137.5
1956,20,580041.6699999999,603273.01,1183314.67
1956,21,561067.5,586089.67,1147157.17
1956,22,494752.17,515137.17,1009889.3400000001
1956,23,447414.83999999997,461581.0,908995.8400000001
1956,24,457861.66000000003,467054.51,924916.17
1956,25,485205.33999999997,490871.67,976077.0
1956,26,502050.33,504202.17,1006252.5
1956,27,502830.0,502497.5,1005327.5
1956,28,500591.33,480891.84,981483.1699999999
1956,29,504483.0,442856.33,947339.33
1956,30,530679.0,428242.0,958921.0
1956,31,536703.67,401316.17,938019.8400000001
1956,32,530246.17,375429.5,905675.67
1956,33,548747.5,388801.5,937549.0
1956,34,583602.3300000001,413762.5,997364.8400000001
1956,35,612442.0,426957.16000000003,1039399.17
1956,36,546798.83,379915.0,926713.83
1956,37,393902.83,276787.5,670690.33
1956,38,309027.34,219281.33,528308.67
1956,39,319811.5,227110.33,546921.8300000001
1956,40,397175.66000000003,279236.0,676411.6599999999
1956,41,521226.0,364346.33,885572.33
1956,42,593078.33,421261.83,1014340.17
1956,43,608763.33,444100.5,1052863.84
1956,44,603114.67,445878.83999999997,1048993.5
1956,45,603816.0,447551.5,1051367.5
1956,46,625199.83,468837.0,1094036.83
1956,47,629612.33,480839.67,1110452.0
1956,48,619323.34,484806.66000000003,1104130.0
1956,49,608768.6699999999,486000.5,1094769.16
1956,50,595421.67,494124.33999999997,1089546.0
1956,51,583130.0,503532.5,1086662.5
1956,52,570345.83,493251.33999999997,1063597.1600000001
1956,53,564759.83,486523.16000000003,1051283.0
1956,54,561378.0,483034.66000000003,1044412.66
1956,55,542458.0,465861.67000000004,1008319.67
1956,56,525710.0,440270.17,965980.1699999999
1956,57,516425.0,410098.66000000003,926523.67
1956,58,501707.83999999997,380050.17,881758.0
1956,59,488359.66000000003,356313.16,844672.8400000001
1956,60,475116.0,335330.01,810446.01
1956,61,453220.33,312406.84,765627.16
1956,62,437795.67,298346.66,736142.33
1956,63,417380.66000000003,285852.67,703233.3300000001
1956,64,400693.5,277033.33,677726.83
1956,65,385725.83,268470.5,654196.3300000001
1956,66,370495.84,258529.49,629025.3300000001
1956,67,355732.49,250836.15999999997,606568.67
1956,68,337552.16,241673.99,579226.17
1956,69,318249.83,228942.66999999998,547192.5
1956,70,298534.67,216135.65999999997,514670.33
1956,71,279562.49,204948.15999999997,484510.66000000003
1956,72,256880.0,189401.49,446281.5
1956,73,238239.5,176373.99,414613.49
1956,74,220043.33000000002,164391.66,384435.0
1956,75,202265.34000000003,150947.16999999998,353212.49
1956,76,186736.66,139791.32,326527.99
1956,77,170412.0,128050.5,298462.49
1956,78,152286.5,115060.16,267346.65
1956,79,133747.5,101286.83,235034.32
1956,80,117568.70999999999,89231.85,206800.55
1956,81,98655.76,74837.9,173493.66
1956,82,81089.86,60874.979999999996,141964.84
1956,83,65756.44,48501.74,114258.18
1956,84,49341.15,35988.93,85330.09
1956,85,38139.18,27166.65,65305.83
1956,86,31800.32,21891.89,53692.21
1956,87,23922.960000000003,15816.869999999999,39739.83
1956,88,17274.4,11036.65,28311.05
1956,89,13009.039999999999,7918.03,20927.07
1956,90,9205.32,5424.59,14629.900000000001
1956,91,6148.17,3509.5099999999998,9657.68
1956,92,4216.54,2233.93,6450.47
1956,93,2717.79,1378.44,4096.23
1956,94,1651.98,826.8,2478.7799999999997
1956,95,1064.24,472.72,1536.96
1956,96,613.58,278.38,891.95
1956,97,323.51,151.77,475.27
1956,98,184.95999999999998,72.33,257.3
1956,99,89.73,38.28,128.01
1956,100,41.13,17.08,58.21
1957,18,634525.0,654088.5,1288613.5
1957,19,596482.1699999999,615565.5,1212047.67
1957,20,577870.16,596602.5,1174472.67
1957,21,572336.5,589866.16,1162202.67
1957,22,551497.67,569519.17,1121016.83
1957,23,485968.5,500292.17,986260.67
1957,24,440316.67,450401.0,890717.67
1957,25,451394.5,456134.0,907528.5
1957,26,478377.0,479922.67,958299.6599999999
1957,27,495786.5,493185.5,988972.0
1957,28,497093.0,492376.83,989469.8400000001
1957,29,495298.83,471728.66000000003,967027.5
1957,30,499722.17,435185.17,934907.3400000001
1957,31,525992.17,421468.83999999997,947461.0
1957,32,532560.0,395832.0,928392.01
1957,33,526402.6699999999,370645.17,897047.8400000001
1957,34,545337.3300000001,384300.5,929637.8400000001
1957,35,580110.0,409212.67,989322.67
1957,36,608889.1699999999,422610.67,1031499.83
1957,37,544245.0,376771.16000000003,921016.17
1957,38,392139.0,274610.17000000004,666749.1599999999
1957,39,307457.5,217275.66999999998,524733.16
1957,40,318218.0,225028.84000000003,543246.83
1957,41,394906.0,276634.5,671540.5
1957,42,518709.83,361280.66000000003,879990.5
1957,43,590569.6699999999,418190.66000000003,1008760.33
1957,44,606233.6699999999,440909.5,1047143.17
1957,45,600835.5,442840.67,1043676.1599999999
1957,46,601286.0,444141.67,1045427.67
1957,47,622552.83,465358.83,1087911.66
1957,48,626958.8300000001,477134.17,1104093.0
1957,49,616493.5,481077.0,1097570.5
1957,50,605951.83,482025.16000000003,1087977.0
1957,51,592562.67,489464.0,1082026.67
1957,52,579989.0,498660.33,1078649.33
1957,53,567157.8300000001,487202.0,1054359.84
1957,54,561315.5,480756.5,1042072.0
1957,55,557703.5,476691.0,1034394.5
1957,56,538611.8300000001,459164.17,997776.0
1957,57,521668.82999999996,433395.33,955064.1599999999
1957,58,512138.66000000003,403037.83,915176.5
1957,59,497002.17,373011.01,870013.18
1957,60,483504.32999999996,349037.01,832541.34
1957,61,469523.16000000003,328093.0,797616.1699999999
1957,62,447308.5,304988.34,752296.8400000001
1957,63,431286.83999999997,290649.67,721936.5
1957,64,410647.17,277834.67,688481.84
1957,65,393356.66000000003,268490.33999999997,661847.0
1957,66,377643.5,259494.5,637138.0
1957,67,361887.0,248909.83000000002,610796.8300000001
1957,68,346547.67,240768.33,587316.0
1957,69,327527.5,231074.66999999998,558602.17
1957,70,307587.01,218059.5,525646.5
1957,71,287284.32999999996,204682.33000000002,491966.66000000003
1957,72,267626.32999999996,192978.84000000003,460605.17000000004
1957,73,244485.33000000002,177325.16999999998,421810.5
1957,74,225255.5,164005.83000000002,389261.33
1957,75,206569.67,151832.5,358402.16
1957,76,188383.5,138315.16,326698.66
1957,77,172439.84,126814.67,299254.5
1957,78,155910.66,115168.5,271079.16000000003
1957,79,137878.66999999998,102371.5,240250.15999999997
1957,80,122549.25,91450.6,213999.84000000003
1957,81,104140.04,77606.17,181746.21
1957,82,86097.11,64181.11,150278.21
1957,83,69731.22,51319.59,121050.82
1957,84,55651.81,40303.76,95955.56999999999
1957,85,41089.06,29366.04,70455.09999999999
1957,86,31157.43,21671.49,52828.92
1957,87,25528.07,17048.11,42576.18
1957,88,18792.73,12055.99,30848.72
1957,89,13336.689999999999,8193.32,21530.0
1957,90,9848.17,5742.9,15591.07
1957,91,6793.45,3848.83,10642.29
1957,92,4430.98,2417.2799999999997,6848.26
1957,93,2972.03,1476.55,4448.57
1957,94,1853.6100000000001,909.91,2763.52
1957,95,1099.81,544.28,1644.0900000000001
1957,96,677.24,293.2,970.45
1957,97,375.90999999999997,168.70999999999998,544.62
1957,98,199.84,88.75999999999999,288.61
1957,99,105.63000000000001,43.66,149.3
1957,100,43.24,18.1,61.339999999999996
1958,18,657133.83,679093.5,1336227.33
1958,19,634521.33,655570.16,1290091.5
1958,20,594472.5,614411.17,1208883.67
1958,21,573632.67,589689.1699999999,1163321.84
1958,22,565916.84,579315.0,1145231.84
1958,23,545070.66,559697.51,1104768.17
1958,24,481296.83,494191.17,975488.01
1958,25,436536.33,444410.5,880946.8400000001
1958,26,447461.17,450293.0,897754.17
1958,27,474848.67,474018.5,948867.17
1958,28,492816.33,488364.17,981180.5
1958,29,494482.17,487882.66000000003,982364.83
1958,30,493085.5,468386.17,961471.6699999999
1958,31,497853.33,432549.0,930402.33
1958,32,524516.0,419610.17,944126.17
1958,33,531452.0,394647.5,926099.5
1958,34,525742.34,370080.5,895822.83
1958,35,544578.16,383590.83,928169.0
1958,36,579661.0,408835.0,988496.0
1958,37,608415.6699999999,422323.66000000003,1030739.33
1958,38,543954.0,376721.0,920675.0
1958,39,391980.0,274551.17,666531.17
1958,40,307414.33,217349.83000000002,524764.17
1958,41,318188.5,225304.83,543493.33
1958,42,395021.0,277071.84,672092.83
1958,43,518933.0,362056.33,880989.33
1958,44,590830.8300000001,418836.16,1009667.0
1958,45,606536.0,441638.17,1048174.1599999999
1958,46,601165.0,443413.33999999997,1044578.33
1958,47,601640.3300000001,444752.17,1046392.5
1958,48,622737.16,465812.0,1088549.17
1958,49,626938.3300000001,477443.67,1104382.0
1958,50,616292.33,481104.16000000003,1097396.5
