Year,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
1956,381852.77,366388.78,351274.925,332697.58499999996,313063.255,292962.585,273847.905,250837.41000000003,231945.405,213446.72999999998,195595.73500000004,179768.05500000002,163106.88999999998,145030.38999999998,126489.39500000002,110627.60500000001,92194.665,75169.26999999999,60422.86,45034.08500000001,34474.125,28340.270000000004,21221.920000000006,15101.87,11279.015,7859.8
1957,389238.61999999994,373293.45999999996,357291.45499999996,341495.62,322178.95,301860.455,281275.26999999996,261360.76999999996,237942.76499999998,218439.43,199340.60000000003,181198.93,165067.77000000002,148499.59000000003,130695.59999999999,115384.18000000001,97451.97499999999,80046.55,64258.16499999999,50888.265,37103.52,27873.899999999998,22558.039999999997,16438.71,11567.170000000002,8419.66
1958,400935.14,382400.81000000006,365853.97000000003,349223.63499999995,332608.45999999996,312354.11999999994,291414.45999999996,270137.95499999996,249243.12000000002,225628.94999999998,205486.27999999997,186197.60999999996,167883.61999999997,151412.28499999997,134874.445,119147.32999999999,102194.91,85034.20999999999,68882.95999999999,54147.920000000006,41945.71000000001,30240.305000000004,22246.36,17612.179999999997,12681.52,8667.98
1959,414676.79,392904.11999999994,373956.79,356602.61,339208.11,321876.78,300803.77,279381.1,257335.27500000002,236077.935,211933.10000000003,191727.10000000003,172006.93,153711.76,137370.93,122012.67,105375.7,89048.13,73237.1,58362.689999999995,45081.68,34358.13,24319.909999999996,17501.31,13559.309999999998,9596.824999999999
1960,424131.49,406127.99,383648.16,363935.99,345933.66000000003,327886.16000000003,309680.66000000003,287877.825,265580.15,243269.65,221198.32,197107.97999999998,176394.82,156608.13999999998,138473.31,123142.48999999999,107369.47,91229.82,75958.925,61274.75,48041.009999999995,36426.979999999996,27012.280000000002,18725.890000000003,13180.975,9997.48
1961,441081.40499999997,416052.22,398064.885,374895.55,354087.7,337086.535,316015.865,297334.02,275208.505,252622.16999999998,229737.165,206940.67000000004,182866.82499999998,162360.655,142729.33000000002,125591.30000000002,109322.995,94086.815,78849.18999999999,64594.99,51338.83,39423.97,29282.975,21367.304999999997,14532.459999999997,10006.22
1962,450438.41000000003,432415.56499999994,407841.05999999994,388961.72000000003,364802.89,344905.045,324400.87,303138.02499999997,283972.515,261260.01499999998,238351.18,214548.345,191648.66999999998,168017.51499999998,147801.01499999998,129764.85500000001,111076.67500000002,95144.54500000001,80679.70499999999,66608.445,53496.09,41746.14,31454.63,22826.675,16318.38,10793.884999999998
1963,458548.62,441263.445,423028.78500000003,397713.27,377925.425,353171.76999999996,332429.92,311153.755,289450.255,269380.24500000005,245958.585,222591.24499999997,198727.74,175840.56999999998,152271.41499999998,133468.37000000002,114752.68500000001,97072.515,81825.895,68243.56999999999,55275.145,43630.325,33326.384999999995,24421.22,17486.949999999997,12141.325
1964,468182.24,449068.89,432001.885,412262.205,386435.7,366518.52999999997,341266.18999999994,319055.5200000001,297926.515,274994.33999999997,253158.16,230759.32,206754.82499999998,183145.82499999998,160502.82499999998,139053.09000000003,119192.03499999999,101398.375,84603.06,70357.64,57643.00000000001,45958.945,35599.469999999994,26661.56,19236.930000000004,13435.524999999998
1965,472496.31000000006,458298.81000000006,439177.64,420610.48000000004,400240.63,374425.47000000003,353600.14,327085.97000000003,304771.14,282273.97000000003,257782.95499999996,237204.3,213830.96000000002,189758.63,166564.63499999998,145197.485,123601.86000000002,104632.81,87787.66,72194.18000000001,58849.42499999999,47648.64000000001,37201.079999999994,28195.929999999993,20574.7,14461.420000000002
