Year,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
1956,264062.25,254026.735,246032.88999999996,236532.7,223654.37,210653.34999999998,199267.33999999997,183464.65,170407.145,158213.30500000002,144751.815,133269.945,121388.62000000001,108535.29,95006.975,83200.005,69286.08499999999,55881.695,44122.49,32507.229999999996,24183.975,19194.735,13728.750000000002,9470.06,6693.46,4525.040000000001
1957,263807.05499999993,254530.705,243913.035,235451.51499999998,225496.84500000003,212234.655,198579.46499999997,186691.97000000003,171073.8,157720.46000000002,145320.61000000002,131894.78,120357.78499999999,108644.11,96088.125,85273.73,71957.335,59016.299999999996,46781.325,36496.035,26253.855000000003,19140.835,14791.475000000002,10395.89,6921.745000000001,4764.339999999999
1958,266744.195,256674.19499999998,246700.50999999998,235653.68,226651.01,215788.50500000003,202320.15499999997,188456.48499999996,176072.31,159940.14500000002,146440.97,133937.97,120302.645,108696.30500000001,97094.315,86020.17,73959.895,61385.685,49615.025,38596.585,29407.495000000003,20924.030000000002,14884.044999999998,11253.535,7674.129999999999,5040.860000000001
1959,271549.08499999996,257784.59,247117.07999999996,236892.74999999997,225553.41499999998,215761.58000000002,204582.735,190661.075,176523.9,163710.56999999998,147811.56999999998,134066.4,121527.40000000001,108246.74,96841.90000000001,86061.075,74587.32,63212.225000000006,51652.53,41116.39,31431.639999999996,23656.239999999998,16407.295000000002,11355.990000000002,8451.5,5559.2699999999995
1960,277015.27,261506.935,247636.93,236538.43,225861.585,214005.92500000002,203666.255,191983.74499999997,177956.755,163486.245,150509.07499999998,134470.245,120980.915,108540.91500000001,95649.07500000001,85178.68,74058.585,63121.505,52707.755000000005,42261.73500000001,33039.62,24734.72,18146.664999999997,12283.075,8328.630000000001,5922.96
1961,291289.725,267469.225,252198.22,237826.38999999998,226328.88999999998,215497.395,202905.72000000003,192350.05000000002,180397.22000000003,165908.88,151886.53,138133.53999999998,122537.55,109424.545,97090.20999999999,85470.115,74099.95999999999,63448.71000000001,53514.81,43915.07,34605.58,26619.315,19473.445,14048.410000000002,9284.18,6159.740000000001
1962,303065.81,280740.64499999996,257556.63999999996,241803.96499999997,227102.14500000002,215359.79499999998,203732.63499999998,191211.79499999998,179955.28,167440.44499999998,153308.115,138673.275,125447.10500000003,110160.95,97192.79000000001,86229.58,73900.045,62959.07,53107.855,43893.145000000004,35477.78,27410.655,20466.765000000003,14630.280000000002,10329.3,6671.084999999999
1963,316496.19999999995,291764.5399999999,269540.21499999997,246366.04499999998,230201.37500000003,215281.20500000002,203262.02499999997,191377.52499999997,178507.175,167000.675,154198.33500000002,140085.165,125563.50500000003,112402.00000000001,97532.685,85805.16,74514.15,62868.49000000001,52755.399999999994,43732.049999999996,35422.89,27958.895,21160.675,15413.675000000003,10819.255,7405.65
1964,335513.83999999997,304688.6699999999,280242.18,257585.01500000007,234513.685,218539.34,203421.68000000002,190968.18000000002,178888.67500000005,165490.50999999998,153690.17,141306.17,126785.00499999999,112709.51000000001,99914.17000000001,87068.67,75022.215,64325.89499999999,53590.420000000006,44285.35,36063.030000000006,28642.22,22369.77,16486.230000000003,11823.749999999998,8178.530000000001
1965,353518.55000000005,322593.38499999995,292134.73500000004,267146.55500000005,244561.39500000002,221975.72999999998,205844.05999999997,190560.07,177806.89500000002,165250.73500000002,151618.065,140131.72,127256.72,113302.57,99678.235,88183.255,75398.84499999999,64115.91999999999,54103.47,44352.200000000004,35920.33500000001,28839.38,22368.29,17133.880000000005,12378.21,8567.115000000002
1966,369033.385,340336.55,309304.385,279021.895,254280.22,231772.38499999998,209366.88999999998,193238.38999999998,177790.38999999998,165008.05999999997,152284.88999999998,138730.22999999998,127292.23500000002,114370.05,100746.90000000001,87923.51000000001,76664.57,64582.829999999994,54049.76500000001,45029.15000000001,36233.065,28900.889999999996,22768.129999999997,17269.879999999997,12882.985,9166.000000000002
1967,379360.89999999997,355169.05,326175.23000000004,295180.39,265457.57,240852.07,218660.55999999997,196374.22999999998,180222.9,164860.73,152121.23,139286.56999999998,125918.905,114426.73999999999,101983.25,88615.48000000001,76506.68,65640.74,54530.18,45035.62,36772.869999999995,29156.800000000003,22945.315,17537.879999999997,13116.15,9487.77
1968,377527.07,364649.74000000005,339833.06999999995,310772.7299999999,279939.24000000005,250521.57,226124.91,204169.08000000002,181997.24,166000.75499999998,150927.91999999998,138101.75,125287.415,112128.58,100962.42,88668.38,76126.165,64649.03999999999,54585.954999999994,44702.88999999999,36062.685000000005,28822.440000000002,22583.879999999997,17205.409999999996,12870.15,9448.27
1969,378304.11,362427.44,348578.77499999997,323445.77,294072.77499999997,263789.775,234659.76499999998,210657.435,189135.11000000002,167513.44,151633.78,136964.615,124437.60999999999,111805.95,99105.45,87146.43,76624.61,64806.09,54101.12,45103.7,36262.33,28621.289999999997,22615.055000000004,17271.18,12907.379999999997,9346.64
1970,383731.04,363994.535,348602.2,332234.195,307040.69499999995,276836.365,246830.855,218807.375,195297.545,173663.38499999998,152667.88499999998,137497.215,123774.225,110944.725,98852.40000000001,85759.755,75436.23999999999,65393.939999999995,54382.58,44804.135,36791.244999999995,29061.539999999997,22468.86,17277.454999999998,12920.609999999999,9451.650000000001
1971,374880.02,370331.49999999994,351403.495,333507.66000000003,316426.975,290035.63999999996,259970.97999999998,231061.48500000002,203639.65499999997,180000.32499999998,159030.505,138894.855,124398.51,110650.69,98354.36,86316.4,74226.99,64309.670000000006,55068.875,45027.04499999999,36441.12,29423.580000000005,22867.230000000003,17292.9,13035.359999999999,9442.87
1972,367764.76,361043.595,355348.25000000006,335727.75000000006,316837.57,299086.24,272581.0800000001,243079.91,214593.09,187678.57999999996,164692.91999999998,144571.43,125322.43000000001,111210.26,97857.435,85846.13,74854.28,63353.89000000001,54116.240000000005,45605.280000000006,36696.97,29234.39,23214.52,17707.340000000004,13045.529999999999,9573.830000000002
1973,364318.195,354670.19,346749.515,339681.32999999996,319325.0,299883.65,281397.98,254999.14999999997,226014.32,197879.995,172017.34,149760.67500000002,130156.02499999997,111971.53499999999,98429.71,85495.395,74146.23,63850.56999999999,53300.020000000004,44846.88,37141.445,29414.989999999998,22930.265,17846.739999999998,13322.6,9581.949999999999
1974,359504.36500000005,351446.67,340751.82999999996,331537.64999999997,323487.13999999996,302507.63,282655.95999999996,263687.4600000001,237490.79499999998,208652.965,181613.98,156705.66499999998,135163.83000000002,116516.515,99362.53,86349.1,74066.29000000001,63580.65,53898.33499999999,44275.81999999999,36562.530000000006,29967.960000000003,23388.35,17648.15,13572.47,9853.51
1975,349917.985,346379.475,337126.79000000004,325593.77499999997,315296.25,305947.57499999995,284790.915,264071.39,244691.05999999997,218808.91000000003,190658.07,164769.42500000002,140907.28,120182.46,102578.31,86447.37999999999,74187.92499999999,63055.815,53231.215,44378.24,35904.25499999999,29119.99,23299.61,17845.525,13347.02,9921.539999999999
1976,335600.21,337754.365,332900.85500000004,322698.49999999994,310263.32999999996,298927.66500000004,288610.315,266845.81,245847.46999999997,226026.305,200660.48,173678.165,148660.16000000003,125989.67500000002,106586.2,89945.59499999999,74725.30999999998,63504.21000000001,53294.78999999999,44150.52,36352.59,28810.620000000003,22798.54,17959.335,13467.105,9782.289999999999
1977,336212.62,324562.12000000005,325465.445,319596.44,308172.08999999997,294662.27,282523.27,271199.42000000004,249159.59,228134.24999999997,208104.74999999997,183725.09500000003,157720.93,133684.77000000002,112200.27,94199.56999999999,78438.5,64277.384999999995,53956.799999999996,44692.22,36556.3,29571.199999999993,22898.075,17817.66,13813.3,10123.914999999999
1978,334698.59,325127.41000000003,312902.41000000003,312311.055,305228.05,292676.05000000005,278467.035,265374.2,253095.36500000002,231085.695,209719.355,189816.18999999997,166284.71000000002,141359.21000000002,118659.72,98552.99,81596.22,67222.5,54391.75,44941.005000000005,36670.92999999999,29441.700000000004,23396.445000000003,17939.82,13660.269999999999,10216.740000000002
1979,318302.26499999996,323995.085,313831.75,300581.41500000004,298704.90499999997,290333.57,277019.725,262042.88999999998,248300.215,235496.88499999998,213209.38,191715.21,172328.72,149507.05999999997,125733.73000000003,104501.13999999998,85762.5,70100.75000000001,56951.204999999994,45566.630000000005,37000.73,29797.844999999998,23498.950000000004,18342.050000000003,13805.609999999999,10254.220000000001
1980,273764.77999999997,308287.61000000004,312661.10500000004,301613.25999999995,287718.6,284496.25000000006,275007.09,260750.41000000003,245232.91000000003,230642.9,217039.72999999998,195065.575,174061.735,154898.41,132847.74000000002,110189.3,90919.335,73719.695,59575.965,47725.770000000004,37512.39,29925.979999999996,23712.62,18406.559999999998,14132.669999999998,10415.740000000002
1981,208987.31000000003,265077.95999999996,297769.27999999997,300897.11,289090.11,274610.76999999996,269667.93,258944.26,244292.43,228053.59,212861.24999999997,198904.91999999998,177172.91999999998,156439.75,137813.43,116253.40000000001,95838.35,78163.885,62616.77,49721.549999999996,39290.534999999996,30338.819999999996,23760.77,18529.569999999996,14066.689999999999,10575.46
